headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
scene,noun,"CoreInventory_1: Books and literature

CoreInventory 2: 

Threshold: Free time, entertainment",,scene,"(ある行為・事件の起こる)現場,場所  / (物語・劇・映画などの)場面,舞台,背景  / (劇・映画などの)場  / (物語・劇・映画などの)挿話(そうわ),エピソード  / ながめ,光景,風景  / 《話》(人前で感情をむき出しにする)大さわぎ,醜態  / 《単数形で》活動分野,…界",,"(ある行為・事件の起こる)現場,場所  / (物語・劇・映画などの)場面,舞台,背景  / (劇・映画などの)場  / (物語・劇・映画などの)挿話(そうわ),エピソード  / ながめ,光景,風景  / 《話》(人前で感情をむき出しにする)大さわぎ,醜態  / 《単数形で》活動分野,…界",/sin/,37366,The police arrived at the scene of the crime.,警察が犯罪現場に到着しました。,3004086
scenery,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,scenery,"〈U〉風景, 景色 / 舞台装置",,"〈U〉風景, 景色 / 舞台装置",/siː.nə.riː/,37367,The scenery in this area is breathtaking.,この地域の風景は息をのむほど美しいです。,3004083
schedule,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Daily life",,schedule,"〈C〉《おもに米》(列車などの)時間表,時刻表 / (時間によって定めた) 予定",,"〈C〉《おもに米》(列車などの)時間表,時刻表 / (時間によって定めた) 予定",/ˈʃɛdjuːl/,9703925,It's behind schedule.,予定より遅れている。,4986
schoolchild,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Education",,schoolchild,学童,,学童,/skuːltʃaɪld/,37424,The schoolchild eagerly raised their hand to answer the teacher's question.,学童は熱心に手を挙げて先生の質問に答えました。,1660491
schoolwork,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,schoolwork,"学業,学校の勉強(授業および宿題)",,"学業,学校の勉強(授業および宿題)",/skuːl.wɜːrk/,37437,I have a lot of schoolwork to do this weekend.,今週末はたくさんの学業をやらなければなりません。,3004119
scientific,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,scientific,科学の / 学術的な / 体系的な,,科学の / 学術的な / 体系的な,/saɪənˈtɪfɪk/,37451,Scientific research has led to many advancements in technology.,科学的な研究は技術の多くの進歩をもたらしています。,3004123
scissors,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Shopping",,scissors,『はさみ』,,『はさみ』,/ˈsɪzərz/,37465,I need to use scissors to cut this paper.,この紙を切るためにはさみを使わなければなりません。,1660095
scream,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,scream,"金切り声,かん高い(鋭い)音  / 《俗》とてもおもしろおかしい人(物)",,"金切り声,かん高い(鋭い)音  / 《俗》とてもおもしろおかしい人(物)",/skriːm/,9703060,She let out a scream when she saw the spider.,彼女はクモを見て悲鳴をあげた。,3004170
screen,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Free time, entertainment",,screen,"(わくのついた)金網,網戸  / ついたて,びょうぶ  / 隠すもの,遮蔽(しゃへい)物,保護物  / (映画・スライドの)映写幕,スクリーン  / (テレビなどの)画面, 映像スクリーン  / 《the》《集合的に》映画[産業];映画界  / (じゃり・砂などの)ふるい",,"(わくのついた)金網,網戸  / ついたて,びょうぶ  / 隠すもの,遮蔽(しゃへい)物,保護物  / (映画・スライドの)映写幕,スクリーン  / (テレビなどの)画面, 映像スクリーン  / 《the》《集合的に》映画[産業];映画界  / (じゃり・砂などの)ふるい",/skriːn/,9714740,The screen of my phone cracked.,私の携帯の画面が割れました。,6535458
screw,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,screw,"〈C〉ねじ / (ねじの)ひとひねり,ひと回し",,"〈C〉ねじ / (ねじの)ひとひねり,ひと回し",/skruː/,9703927,Please tighten the screws.,ネジをきつく締めてください。,3005656
script,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,script,"〈U〉手書き, 筆記体 / 筆記活字 / 〈U〉〈C〉(ある言語の)文字, (alphabetなどの)文字体系 / 〈C〉台本, 脚本",,"〈U〉手書き, 筆記体 / 筆記活字 / 〈U〉〈C〉(ある言語の)文字, (alphabetなどの)文字体系 / 〈C〉台本, 脚本",/skrɪpt/,37590,The actor memorized the script for the play.,俳優は演劇の台本を暗記しました。,3004183
seafood,noun,"CoreInventory_1: Food and drink

CoreInventory 2: 

Threshold: Food and drink",,seafood,海産物(魚類・貝類など),,海産物(魚類・貝類など),/'siːfʊd/,37689,"I love eating seafood, especially fish and shellfish.",私は海産物が大好きで、特に魚と貝類が好きです。,3004232
search,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,search,"〈C〉捜索, 調査 / 《...を》捜すこと《for, of ...》",,"〈C〉捜索, 調査 / 《...を》捜すこと《for, of ...》",/sɜːrtʃ/,9703062,They went in search of happiness.,彼らは幸福を探しにでかけた。,22920
seaside,noun,"CoreInventory_1: Nationalities and countries

CoreInventory 2: 

Threshold: Places",,seaside,"海岸,海辺  / 海辺の",,"海岸,海辺  / 海辺の",/siːˌsaɪd/,37735,I love spending my vacations at the seaside.,私は休暇を海岸で過ごすのが大好きです。,3004255
second,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,second,〈C〉(時間・角度の) 秒  / 《単数形で》瞬間 (moment),,〈C〉(時間・角度の) 秒  / 《単数形で》瞬間 (moment),/sɪkənd/,37766,I'll be with you in a second.,すぐそちらへまいります。,126744
second,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,second,"〈C〉《the~》『2番目の人(物,事)』 / 〈U〉《the~》(月の)『第2日』 / 〈C〉(ボクシングの)セコンド;(決闘などの)介添人;(一般に)援助者 / 〈C〉《しばしば複数形で》二流品（ボタンが取れているなど、比較的小さな問題のある格安の服） / 〈C〉〈U〉2度音程,第2音(声)部 / 〈U〉(自動車の変速機の)第2速,セカンドギア",,"〈C〉《the~》『2番目の人(物,事)』 / 〈U〉《the~》(月の)『第2日』 / 〈C〉(ボクシングの)セコンド;(決闘などの)介添人;(一般に)援助者 / 〈C〉《しばしば複数形で》二流品（ボタンが取れているなど、比較的小さな問題のある格安の服） / 〈C〉〈U〉2度音程,第2音(声)部 / 〈U〉(自動車の変速機の)第2速,セカンドギア",/sɪkənd/,3208111,The festival will [[take place]] from the second to the fourth of September.,フェスティバルは9月2日から4日まで開催されます。,1623358
secret,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,secret,"〈C〉秘密 / 《単数形で》《…の》秘けつ《of ...》, 《...への》秘けつ《to ...》",,"〈C〉秘密 / 《単数形で》《…の》秘けつ《of ...》, 《...への》秘けつ《to ...》",/sikrɪt/,9703065,Let's keep this a secret.,これは秘密にしておこう。,129851
secretary,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,secretary,"(個人・会社などの)秘書《+to(of)+名》  / (官公庁などの)書記[官],秘書官  / 《S-》《米》長官;《英》大臣  / (本箱付きの)書き物机",,"(個人・会社などの)秘書《+to(of)+名》  / (官公庁などの)書記[官],秘書官  / 《S-》《米》長官;《英》大臣  / (本箱付きの)書き物机",/'sɛkrətɛri/,37806,She works as a secretary to the CEO of a multinational company.,彼女は多国籍企業のCEOの秘書として働いています。,3004281
seed,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,seed,"〈U〉〈C〉種,種子  / 〈C〉《複数形で》(物事・事件などの)原因,根源,種  / 〈U〉(聖書で)子供たち,子孫  / 〈土地〉‘に'種をまく,まく;(…を)…‘に'まく《+名+with+名》  / 〈果物など〉‘の'種を除く  / 〈チーム・競技者など〉‘を'シードする  / (人工雨を降らすため)〈雲〉‘に'ドライアイス(その他の化学薬品)を散布する  / 〈植物が〉種(実)を生ずる;種(実)を落とす",,"〈U〉〈C〉種,種子  / 〈C〉《複数形で》(物事・事件などの)原因,根源,種  / 〈U〉(聖書で)子供たち,子孫  / 〈土地〉‘に'種をまく,まく;(…を)…‘に'まく《+名+with+名》  / 〈果物など〉‘の'種を除く  / 〈チーム・競技者など〉‘を'シードする  / (人工雨を降らすため)〈雲〉‘に'ドライアイス(その他の化学薬品)を散布する  / 〈植物が〉種(実)を生ずる;種(実)を落とす",/siːd/,37863,She planted the seed in the garden.,彼女は庭に種を植えました。,3004289
seek,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,seek,"...を探し求める / 《~ to do》 ...しようと努力する / 《...を》 捜す, 求める 《for, after ...》",,"...を探し求める / 《~ to do》 ...しようと努力する / 《...を》 捜す, 求める 《for, after ...》",/sik/,37874,I seek knowledge and wisdom.,私は知識と知恵を探し求める。,3004294
seem,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,seem,"(進行形にできない)(…のように)見える,思われる",,"(進行形にできない)(…のように)見える,思われる",/siːm/,37876,You seem tired.,疲れているように見える。,3004295
semester,noun,"CoreInventory_1: Education

CoreInventory 2: 

Threshold: Education",,semester,"〈C〉(米国・ドイツなどの大学の二学期制の)一学期, 前(後)期(通例15‐18週)",,"〈C〉(米国・ドイツなどの大学の二学期制の)一学期, 前(後)期(通例15‐18週)",/sɪˈmɛstər/,38032,I am excited for the new semester to begin.,新しい学期が始まるのが楽しみです。,3004325
send,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,send,〈他〉〈物〉を送る / 〈人〉を行かせる,,〈他〉〈物〉を送る / 〈人〉を行かせる,/sɛnd/,38074,I will send you the document via email.,私はメールで文書を送ります。,3004330
senior,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,senior,年上の / 上級の,,年上の / 上級の,/ˈsinjər/,38086,She is my senior at work.,彼女は私の仕事の先輩です。,3004338
senior,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,senior,"〈C〉《one's~》年長者 / (地位・身分上の)先輩,先任者,上役 / 《米》(高校・大学の)最上級生",,"〈C〉《one's~》年長者 / (地位・身分上の)先輩,先任者,上役 / 《米》(高校・大学の)最上級生",/ˈsinjər/,9704234,We have to be respectful to our seniors.,私たちは先輩たちに敬意を払わなければならない。,60543
sense,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,sense,"〈C〉(五感による)感覚;(…の)感覚《+of+名》  / 〈U〉《しばしばa~》(…の)感じ,気持ち《+of+名》  / 〈U〉《a~,one's~》(…の)理解(認識)力,観念,センス《+of+名》  / 《one's senses》正常な感覚,正気  / 〈C〉《しばしば冠詩をつけないで》分別,良識  / 〈C〉(行動・発言・文などの)意義,意味(meaning)《+of(in)+名(doing)》  / 〈U〉(…の)(全体的な)意向,動向《+of+名》",,"〈C〉(五感による)感覚;(…の)感覚《+of+名》  / 〈U〉《しばしばa~》(…の)感じ,気持ち《+of+名》  / 〈U〉《a~,one's~》(…の)理解(認識)力,観念,センス《+of+名》  / 《one's senses》正常な感覚,正気  / 〈C〉《しばしば冠詩をつけないで》分別,良識  / 〈C〉(行動・発言・文などの)意義,意味(meaning)《+of(in)+名(doing)》  / 〈U〉(…の)(全体的な)意向,動向《+of+名》",/sɛns/,38099,I have a keen sense of smell.,私は嗅覚が鋭いです。,3004336
separate,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,separate,"離れた,分かれた  / (関係がなく)別の,異質な(different)  / 個々の,個別の(individual)",,"離れた,分かれた  / (関係がなく)別の,異質な(different)  / 個々の,個別の(individual)",/'sɛpəreɪt/,9704235,They went their separate ways.,彼らはそれぞれの道を行った。,23565
seriously,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,seriously,"真剣に,まじめに,本気で / (事態・問題が)重大に,深刻で / 慎重に / 《話》 本気かい？ / 《話・文修飾》 真面目な話だけど",,"真剣に,まじめに,本気で / (事態・問題が)重大に,深刻で / 慎重に / 《話》 本気かい？ / 《話・文修飾》 真面目な話だけど",/sɪəriəsli/,38219,I seriously need to finish this project by tomorrow.,明日までにこのプロジェクトを終わらせなければならない。,3004366
serve,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,serve,"〈他〉〈人〉に仕える / (公職・兵役などで)〈ある期間〉を勤める / 〈判決・刑罰など〉に服する / 〈食事・飲物など〉を出す / 【動/自】《…として…のもとで》 仕える《under, at, on ... as ...》  / 役立つ / 給仕をする",,"〈他〉〈人〉に仕える / (公職・兵役などで)〈ある期間〉を勤める / 〈判決・刑罰など〉に服する / 〈食事・飲物など〉を出す / 【動/自】《…として…のもとで》 仕える《under, at, on ... as ...》  / 役立つ / 給仕をする",/sɜːrv/,38236,The waiter will serve the food to the customers.,ウェイターは食べ物をお客さんに提供します。,3004371
set,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,set,〈C〉《…の》一組《of ...》 / 一群 / 仲間 /,,〈C〉《…の》一組《of ...》 / 一群 / 仲間 /,/sɛt/,9703884,I bought a set of enamelware for camping.,キャンプ用にエナメル容器のセットを買いました。,1632849
several,determiner,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,several,いくつかの / 《文》《しばしばone's~》それぞれの /,,いくつかの / 《文》《しばしばone's~》それぞれの /,/ˈsɛvərəl/,38296,There are several books on the shelf.,本棚にはいくつかの本があります。,3004386
several,pronoun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,several,"数人,数個",,"数人,数個",/'sɛvərəl/,9704236,Several of the reports were missing.,報告書がいくつか見当たらなかった。,8654
sew,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,sew,"〈自〉縫い物をする〈他〉を縫う / 《...に》を縫いつける《on,in,into,inside》",,"〈自〉縫い物をする〈他〉を縫う / 《...に》を縫いつける《on,in,into,inside》",/səʊ/,38303,She loves to sew her own clothes.,彼女は自分の服を縫うことが大好きです。,3004393
shade,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shade,"陰,日よけ,陰影,濃淡,色合い",,"陰,日よけ,陰影,濃淡,色合い",/ʃeɪd/,38352,The tall trees provided shade from the hot sun.,高い木々は熱い太陽から日陰を提供していた。,3004406
shadow,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shadow,"〈U〉陰,暗がり,物陰;《the shadows》夕やみ  / 〈C〉(輪郭のはっきりした)影,人影,影法師  / 〈U〉(絵課の)陰影,暗部  / 〈C〉幻, 幻影;幽霊,亡霊  / 〈C〉(…の)かすかな影(気配)《+of+名》  / 《おもに否定文で》《a~》ごくわずか(の…)《+of+名〈抽象名詞〉》  / 〈C〉影のようにつきまとう人,尾行者,探偵  / 〈C〉《比喩的に》(悲しみ・憂うつ・不幸などの)暗影",,"〈U〉陰,暗がり,物陰;《the shadows》夕やみ  / 〈C〉(輪郭のはっきりした)影,人影,影法師  / 〈U〉(絵課の)陰影,暗部  / 〈C〉幻, 幻影;幽霊,亡霊  / 〈C〉(…の)かすかな影(気配)《+of+名》  / 《おもに否定文で》《a~》ごくわずか(の…)《+of+名〈抽象名詞〉》  / 〈C〉影のようにつきまとう人,尾行者,探偵  / 〈C〉《比喩的に》(悲しみ・憂うつ・不幸などの)暗影",/ˈʃædoʊ/,38356,The shadow of the tree stretched across the lawn.,木の陰が芝生に伸びていた。,3004407
shall,modal auxiliary,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shall,"《単純未来》 ...でしょう / ...でしょうか / 《~ have 過分》 ...してしまっているでしょう / 《意志未来》 ...するぞ / ...させてやる / ...しましょうか, ...させましょうか",,"《単純未来》 ...でしょう / ...でしょうか / 《~ have 過分》 ...してしまっているでしょう / 《意志未来》 ...するぞ / ...させてやる / ...しましょうか, ...させましょうか",/ʃæl/,38387,I shall go to the store tomorrow.,明日、私は店に行くつもりです。,1629082
shampoo,noun,"CoreInventory_1: Objects and rooms

CoreInventory 2: 

Threshold: Shopping",,shampoo,"洗髪剤,シャンプー / 髪を洗うこと / 〈髪〉‘を'洗う / …を髪を洗う / 〈じゅうたんなど〉‘を'洗剤で洗う",,"洗髪剤,シャンプー / 髪を洗うこと / 〈髪〉‘を'洗う / …を髪を洗う / 〈じゅうたんなど〉‘を'洗剤で洗う",/ʃæmˈpuː/,38404,I need to buy some shampoo.,私はシャンプーを買わなければなりません。,3004418
shape,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shape,"〈U〉〈C〉形, 形状",,"〈U〉〈C〉形, 形状",/ʃeɪp/,38416,The artist used different shapes to create a unique sculpture.,芸術家は異なる形状を使ってユニークな彫刻を作りました。,3004429
share,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,share,〈U〉分け前；分担〈C〉株；株券〈U〉市場占有率,,〈U〉分け前；分担〈C〉株；株券〈U〉市場占有率,/ʃɛər/,9703886,They are arguing about their share of the property.,彼らは財産分けのことでもめている。,22855
shell,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shell,"貝がら,貝;(甲虫・卵などの)堅い殻(から),(カメなどの)こうら  / (種子・果実などの)堅い外皮,さや  / 殻に似た物;建物の外郭,骨組  / 《比喩(ひゆ)的に》(心を閉ざした)殻,打ち解けない態度  / 砲弾;《米》薬きょう  / シェル(一人または二,三人でこぐ競漕用ボート)",,"貝がら,貝;(甲虫・卵などの)堅い殻(から),(カメなどの)こうら  / (種子・果実などの)堅い外皮,さや  / 殻に似た物;建物の外郭,骨組  / 《比喩(ひゆ)的に》(心を閉ざした)殻,打ち解けない態度  / 砲弾;《米》薬きょう  / シェル(一人または二,三人でこぐ競漕用ボート)",/ʃɛl/,38493,Conchology is the study of shells.,貝類学は貝殻の研究です。,1663824
shine,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shine,"〈自〉光る, 輝く / 〈他〉《...に》…の光を向ける《on ...》 / 〈靴・銀器など〉をみがいて光らせる / 【名/U】《時にa~》 光",,"〈自〉光る, 輝く / 〈他〉《...に》…の光を向ける《on ...》 / 〈靴・銀器など〉をみがいて光らせる / 【名/U】《時にa~》 光",/ʃaɪn/,38541,The sun shines brightly in the sky.,太陽が空に明るく輝いています。,3004459
shock,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shock,"〈C〉(衝突・爆発などの)衝撃 / 〈C〉〈U〉(精神的) 打撃,ショック",,"〈C〉(衝突・爆発などの)衝撃 / 〈C〉〈U〉(精神的) 打撃,ショック",/ʃɑk/,38598,The news of his sudden death came as a shock to everyone.,彼の突然の死の知らせは、みんなに衝撃を与えた。,3004466
shoot,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shoot,"(…に)〈銃・大砲〉‘を'撃つ,発射する,〈弓など〉‘を'射る,〈弾丸・矢など〉‘を'放つ《+名+at(toward)+名》・〈人・物〉‘を'撃つ,射る・(…に)〈質問・用葉・考えなど〉‘を'矢つぎばやに出す,浴びせかける《+名+at(on)+名》  / (…に)〈光・視線・微笑など〉‘を'放つ,向ける《+名+at(on)+名》・〈手・足など〉‘を'突き出す,〈芽・枝など〉‘を'出す《out+名,+名+out》・〈急流など〉‘を'矢のように下る  / 〈かんぬきなど〉‘を'すっとはめる(はずす) ・《おもに受動態で》(違ったものを)…‘に'織り込む・差し込む,すっと入れる《+名+with+名》・〈写真・映画・テレビ〉‘を'取る,撮影する",,"(…に)〈銃・大砲〉‘を'撃つ,発射する,〈弓など〉‘を'射る,〈弾丸・矢など〉‘を'放つ《+名+at(toward)+名》・〈人・物〉‘を'撃つ,射る・(…に)〈質問・用葉・考えなど〉‘を'矢つぎばやに出す,浴びせかける《+名+at(on)+名》  / (…に)〈光・視線・微笑など〉‘を'放つ,向ける《+名+at(on)+名》・〈手・足など〉‘を'突き出す,〈芽・枝など〉‘を'出す《out+名,+名+out》・〈急流など〉‘を'矢のように下る  / 〈かんぬきなど〉‘を'すっとはめる(はずす) ・《おもに受動態で》(違ったものを)…‘に'織り込む・差し込む,すっと入れる《+名+with+名》・〈写真・映画・テレビ〉‘を'取る,撮影する",/ʃuːt/,38625,He aimed and shot the target.,彼は狙ってターゲットを撃った。,3004473
shop assistant,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,shop assistant,〈英〉 店員（〈米〉[[salesclerk]]）,,〈英〉 店員（〈米〉[[salesclerk]]）,/ʃɒp əˈsɪstənt/,38641,The shop assistant helped me find the perfect dress.,店員が私にぴったりのドレスを見つけるのを手伝ってくれました。,3004479
shore,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shore,"〈C/U〉(海・湖・河の) 岸, 海岸,湖畔,河岸 / 陸 / 《しばしば複数形で》地方,国",,"〈C/U〉(海・湖・河の) 岸, 海岸,湖畔,河岸 / 陸 / 《しばしば複数形で》地方,国",/ʃɔːr/,38656,I love walking along the shore and listening to the sound of the waves.,私は浜辺を歩きながら波の音を聞くのが好きです。,3004484
short/shorts,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shorts,"半ズボン,ショートパンツ / 《おもに米》(男物下着の)パンツ",,"半ズボン,ショートパンツ / 《おもに米》(男物下着の)パンツ",/ʃɔrts/,38696,I like to wear shorts in the summer.,夏には半ズボンを履くのが好きです。,3004501
shot,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shot,"〈C〉《...を狙った》発砲,発射, 銃声《at ...》 / 弾丸,たま / 一打ち / 《...に対する》試み《at ...》 / 《...に対する》当て推量《at ...》 / 〈U〉射程,着弾距離",,"〈C〉《...を狙った》発砲,発射, 銃声《at ...》 / 弾丸,たま / 一打ち / 《...に対する》試み《at ...》 / 《...に対する》当て推量《at ...》 / 〈U〉射程,着弾距離",/ʃɒt/,38702,He took a shot and scored a goal.,彼はシュートを打ってゴールを決めた。,3004505
shout,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shout,〈C〉叫び,,〈C〉叫び,/ʃaʊt/,9703114,He heard a shout.,彼は叫び声を聞いた。,34056
show,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Free time, entertainment",,show,"〈U〉見せること, 表示 / 〈C〉展示会 / 〈C〉見せ物, 興行, ショー, 芝居, 映画 / (ラジオ・テレビの)番組 / 〈U〉《a ~》見せかけ /〈U〉《a ~》外観,様子;きざし",,"〈U〉見せること, 表示 / 〈C〉展示会 / 〈C〉見せ物, 興行, ショー, 芝居, 映画 / (ラジオ・テレビの)番組 / 〈U〉《a ~》見せかけ /〈U〉《a ~》外観,様子;きざし",/ʃoʊ/,9703889,The show was incredibly entertaining and full of surprises.,そのショーは非常に楽しく、驚きがいっぱいでした。,6535375
shut,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,shut,"〈他〉《...に対して》〈ドア・窓など〉を閉める 《on, to ...》 / 〈本・ナイフなど〉を閉じる, をたたむ",,"〈他〉《...に対して》〈ドア・窓など〉を閉める 《on, to ...》 / 〈本・ナイフなど〉を閉じる, をたたむ",/ʃʌt/,38790,Please shut the door when you leave.,出る時にドアを閉めてください。,3004534
sightseeing,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Free time, entertainment",,sightseeing,"見物,観光 / 観光の",,"見物,観光 / 観光の",/saɪtˈsiːɪŋ/,38896,I enjoy sightseeing in new cities.,新しい街で見物するのが楽しいです。,3004553
significant,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,significant,重要な / 意味のある / 暗示的な / 有意義な,,重要な / 意味のある / 暗示的な / 有意義な,/sɪɡˈnɪfɪkənt/,38917,This is a significant achievement.,これは重要な成果です。,3004561
silence,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,silence,〈U〉静けさ / 沈黙,,〈U〉静けさ / 沈黙,/'saɪləns/,38928,The silence in the library was deafening.,図書館の静けさは耳をつんざくほどだった。,3004562
silently,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,silently,静かに  / 黙って,,静かに  / 黙って,/'saɪləntli/,38932,"She sat silently in the corner, lost in her own thoughts.",彼女は静かに角に座って、自分の考えにふけっていた。,3004566
silly,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,silly,"(人・人の行動が) 愚かな, 思慮のない,ばかなの / 《話》(殴られたりして)目を回した,気絶した / 【名】 おばかさん",,"(人・人の行動が) 愚かな, 思慮のない,ばかなの / 《話》(殴られたりして)目を回した,気絶した / 【名】 おばかさん",/'sɪli/,38950,He made a silly mistake.,彼は愚かな間違いをした。,3004568
silver,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,silver,"銀製の,銀めっきした  / 銀色の,銀白色の",,"銀製の,銀めっきした  / 銀色の,銀白色の",/'sɪlvər/,9704243,I have several silver coins.,私は銀貨を数枚持っている。,71761
silver,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,silver,"銀(金属元素;化学記号はAg)  / (商品・通貨基準としての)銀  / 銀貨(一般に銀白色の)硬貨  / 《集合的に》銀(銀めっき)の食器類,銀器",,"銀(金属元素;化学記号はAg)  / (商品・通貨基準としての)銀  / 銀貨(一般に銀白色の)硬貨  / 《集合的に》銀(銀めっき)の食器類,銀器",/'sɪlvər/,38956,Silver is a precious metal.,銀は貴重な金属です。,3004575
similar,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,similar,(大体において) 似ている / (図形が)相似の,,(大体において) 似ている / (図形が)相似の,/sɪˈmɪlər/,38972,The two paintings have a similar style.,2つの絵は似たスタイルを持っています。,3004576
simple,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,simple,簡単な / 単純な / 純然たる / 飾り毛のない / もったいぶらない,,簡単な / 単純な / 純然たる / 飾り毛のない / もったいぶらない,/'sɪmpəl/,38986,This is a simple task.,これは簡単な仕事です。,3004580
simply,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,simply,"簡単に,分かり易く  / 飾り気なく,簡素に;もったいぶらないで,率直に  / 単に,ただ(merely, only)  / 全く,ほんとうに(really);とても,悲常に(very much)",,"簡単に,分かり易く  / 飾り気なく,簡素に;もったいぶらないで,率直に  / 単に,ただ(merely, only)  / 全く,ほんとうに(really);とても,悲常に(very much)",/'sɪmpli/,38998,You can simply press this button to start the machine.,このボタンを簡単に押すだけで、機械を起動することができます。,3004585
since,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,since,..以来. ...から,,..以来. ...から,/sɪns/,9703122,It's been raining since morning.,朝から雨が降っている。,51353
singing,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Free time, entertainment",,singing,"〈U〉歌,歌唱,声楽 / 〈U〉〈C〉歌うこと;歌声 / 〈U〉ヒューヒュー(ブンブンなど)と鳴る音;耳鳴り / 歌を歌う,さえずる",,"〈U〉歌,歌唱,声楽 / 〈U〉〈C〉歌うこと;歌声 / 〈U〉ヒューヒュー(ブンブンなど)と鳴る音;耳鳴り / 歌を歌う,さえずる",/'sɪŋɪŋ/,39032,She loves singing in the shower.,彼女はシャワーを浴びながら歌うのが大好きです。,3004594
single,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,single,"たった一つの, 一人の / 一人用の / 独身の",,"たった一つの, 一人の / 一人用の / 独身の",/'sɪŋɡəl/,39033,This is the single most important decision of your life.,これはあなたの人生でたった一つの最も重要な決定です。,3004599
singular,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,singular,"非凡な,目ざましい  / 奇妙な,変わった  / (文法で)単数の  /",,"非凡な,目ざましい  / 奇妙な,変わった  / (文法で)単数の  /",/ˈsɪŋɡjələr/,39048,He has a singular talent for playing the piano.,彼はピアノを演奏する非凡な才能を持っています。,3004604
singular,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Language",,singular,単数 / 単数形,,単数 / 単数形,/'sɪŋɡjələr/,9704245,"Some nouns are used only in the singular, even though they end in -s.",一部の名詞は、-s で終わる場合でも、単数形でのみ使用されます。,4165704
