headword,pos,supplement,topic_tag,entry,meaning,meaning_en,meaning_ja,ipa,word_id,example_sentence,translated_sentence,sentence_id
telescope,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,telescope,"『望遠鏡』 / (望遠鏡の筒のように順次に)…‘を'はめ込む,たたみ込む / (…に)…‘を'短縮する,圧縮する(compress)《+名+into+名》 / 順次にはまり込む,(衝突で)折り重なる",,"『望遠鏡』 / (望遠鏡の筒のように順次に)…‘を'はめ込む,たたみ込む / (…に)…‘を'短縮する,圧縮する(compress)《+名+into+名》 / 順次にはまり込む,(衝突で)折り重なる",/tɛlɪskoʊp/,42760,I used a telescope to observe the stars.,私は望遠鏡を使って星を観察しました。,3005575
temperate,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,temperate,"(行動が)『節度のある』,節制のある / (土地・気候などが)『温和な』,温暖な",,"(行動が)『節度のある』,節制のある / (土地・気候などが)『温和な』,温暖な",/ˈtɛmpərət/,42789,The weather was temperate today.,今日は穏やかな天気でした。,1627486
temporarily,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,temporarily,"一時的に,仮に",,"一時的に,仮に",/tɛmpəˈrɛrəli/,42801,I will temporarily stay at my friend's house until I find a new apartment.,新しいアパートを見つけるまで、一時的に友達の家に滞在します。,3005584
temptation,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,temptation,〈U〉『誘惑』 / 〈C〉誘惑するもの,,〈U〉『誘惑』 / 〈C〉誘惑するもの,/tɛmpˈteɪʃən/,42807,She resisted the temptation to eat the entire cake.,彼女はケーキを全部食べるという誘惑に抵抗した。,3005581
tender,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tender,"(筋肉などが)柔らかい / (体質などが)きゃしゃな,ひ弱な / 幼い /穏やかな / 心の優しい,思いやりのある / 触ると痛い,敏感な / 同情的な",,"(筋肉などが)柔らかい / (体質などが)きゃしゃな,ひ弱な / 幼い /穏やかな / 心の優しい,思いやりのある / 触ると痛い,敏感な / 同情的な",/'tɛndər/,42825,The steak was so tender that it practically melted in my mouth.,ステーキはとても柔らかかったので、口の中で溶けるようでした。,3005588
tenderly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tenderly,"『優しく』,愛情深く",,"『優しく』,愛情深く",/'tɛndərli/,42832,She held the baby tenderly in her arms.,彼女は優しく赤ちゃんを抱いた。,1648487
tenderness,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tenderness,"柔らかさ;か弱さ / 感じやすさ,敏感 / 《時に a ~》優しさ,親切,慈愛",,"柔らかさ;か弱さ / 感じやすさ,敏感 / 《時に a ~》優しさ,親切,慈愛",/ˈtɛndərnəs/,42833,The tenderness of the fabric made it comfortable to wear.,生地の柔らかさが着心地を快適にしました。,3005592
terrace,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: House and home, environment",,terrace,"バルコニー / 『テラス』,頂台 / 台地,(特にひな壇式の)段地 / 台地(傾斜地)にある家並み,高台の町 / (東洋・スペインなどの)平屋根",,"バルコニー / 『テラス』,頂台 / 台地,(特にひな壇式の)段地 / 台地(傾斜地)にある家並み,高台の町 / (東洋・スペインなどの)平屋根",/ˈtɛrɪs/,42891,I love sitting on the terrace and enjoying the view.,私はテラスに座って景色を楽しむのが好きです。,3005612
terrifying,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,terrifying,恐ろしい,,恐ろしい,/təˈraɪfaiɪŋ/,42905,The horror movie was terrifying.,ホラー映画は恐ろしかったです。,3005607
territory,noun,"CoreInventory_1: Nationalities and countries

CoreInventory 2: 

Threshold: ",,territory,"〈C〉〈U〉(広い)地域,地方  / 〈C〉〈U〉(領海を含む)領土,領地  / 〈C〉〈U〉(セールスマン・代理店などの)受け持ち区域,担当区域;縄張り  / 〈C〉〈U〉(学問などの)領域,分野  / 〈C〉《T-》(アメリカ・カナダなどの)準州",,"〈C〉〈U〉(広い)地域,地方  / 〈C〉〈U〉(領海を含む)領土,領地  / 〈C〉〈U〉(セールスマン・代理店などの)受け持ち区域,担当区域;縄張り  / 〈C〉〈U〉(学問などの)領域,分野  / 〈C〉《T-》(アメリカ・カナダなどの)準州",/tɛrɪˌtɔri/,42910,The country expanded its territory through colonization.,その国は植民地化によって領土を拡大した。,3005611
test,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,test,"〈他〉を試験する, を検査する / を科学分析する / 〈自〉《...の》試験を受ける, 試験をする《for ...》",,"〈他〉を試験する, を検査する / を科学分析する / 〈自〉《...の》試験を受ける, 試験をする《for ...》",/tɛst/,9703976,The new drug will be tested in Vaxgen's laboratory.,バクスゲン社の研究所で新薬の試験が行われた。,110225
testify,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,testify,"(法廷で) 証言する / 《...を》 保証する, 立証する 《to ...》 / 《...の》 証拠となる 《to ...》 / 《~ that ...》 ...であると証言する",,"(法廷で) 証言する / 《...を》 保証する, 立証する 《to ...》 / 《...の》 証拠となる 《to ...》 / 《~ that ...》 ...であると証言する",/tɛstɪfaɪ/,42938,He will testify in court tomorrow.,彼は明日、法廷で証言する予定です。,1629338
testimony,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,testimony,"〈C〉〈U〉(法廷の証人台での) 証言 /〈U〉《...の》 証拠, しるし 《of ...》 / (信仰などの)公然とした表明",,"〈C〉〈U〉(法廷の証人台での) 証言 /〈U〉《...の》 証拠, しるし 《of ...》 / (信仰などの)公然とした表明",/tɛstɪmoʊni/,42941,Her testimony was crucial in solving the case.,彼女の証言は事件の解決に重要だった。,3005623
that,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,that,"それほど,それだけ, そんなに([[so]])",,"それほど,それだけ, そんなに([[so]])",/ðæt/,3208126,I didn't realize that it was that important.,私はそれがそれほど重要だとは気づきませんでした。,3008671
theme,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,theme,"主題,論題,題[目],テーマ  / (児童・生徒の)作文  / (曲の)主題,主旋律(一曲の中にさまざまに形を変えて繰り返し出てくる旋律)",,"主題,論題,題[目],テーマ  / (児童・生徒の)作文  / (曲の)主題,主旋律(一曲の中にさまざまに形を変えて繰り返し出てくる旋律)",/θiːm/,43018,The theme of the party is 'Hawaiian Luau'.,パーティーの主題は「ハワイアンルアウ」です。,3005644
theorist,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,theorist,"理論家,理論(学説)を立てる人",,"理論家,理論(学説)を立てる人",/ˈθiərɪst/,43038,The theorist proposed a new framework for understanding human behavior.,その理論家は、人間の行動を理解するための新しい枠組みを提案しました。,3005648
therapist,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,therapist,治療専門家,,治療専門家,/ˈθɛrəpɪst/,43048,The therapist helped me work through my anxiety.,治療専門家は私が不安を乗り越えるのを手助けしてくれました。,1648565
therapy,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,therapy,療法,,療法,/ˈθɛrəpi/,43049,She is undergoing therapy to help manage her anxiety.,彼女は不安を管理するために療法を受けています。,3005664
thereafter,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thereafter,その後(after that),,その後(after that),/ˌðɛərˈæftər/,43054,"He finished his work, and thereafter he went home.",彼は仕事を終えて、その後家に帰りました。,3005665
thermometer,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thermometer,"『温度計』,寒暖計",,"『温度計』,寒暖計",/θɚˈmɑmɪtɚ/,43085,I need to check the temperature with a thermometer.,温度計で温度を確認する必要があります。,3005672
thesis,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Education",,thesis,"〈C〉(論証のための)陳述,主張 / (卒業・学位の)論文",,"〈C〉(論証のための)陳述,主張 / (卒業・学位の)論文",/ˈθiːsɪs/,43096,I am currently working on my thesis for my master's degree.,私は現在、修士論文に取り組んでいます。,3005692
thickly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thickly,"厚く,太く,密に,濃く",,"厚く,太く,密に,濃く",/ˈθɪkli/,43116,Spread the peanut butter thickly on the bread.,パンにピーナッツバターを厚く塗ります。,3005698
thickness,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thickness,"〈U〉〈C〉厚さ,太さ,濃さ,密集,繁茂  / 〈C〉層,重ね(layer)",,"〈U〉〈C〉厚さ,太さ,濃さ,密集,繁茂  / 〈C〉層,重ね(layer)",/ˈθɪknəs/,43117,The thickness of the paper is important for printing.,紙の厚さは印刷に重要です。,1659561
thigh,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thigh,"『もも』,大腿(だいたい)部",,"『もも』,大腿(だいたい)部",/θaɪ/,43125,She injured her thigh while playing soccer.,彼女はサッカーをしている間にももを怪我しました。,3005695
thinker,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,thinker,"考える人;思想家,思索家",,"考える人;思想家,思索家",/ˈθɪŋkər/,43140,She is a great thinker.,彼女は優れた考える人です。,3005713
third person,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Personal identification",,third person,"《the ~》(文法で)第三人称(he,she,they,a dog,these houses など)",,"《the ~》(文法で)第三人称(he,she,they,a dog,these houses など)",/θɜrd ˈpɜrsən/,43152,He wrote that novel in third person.,彼はその小説を三人称形式で書いた。,4641796
thirdly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thirdly,第三に,,第三に,/ˈθɜːrdli/,9704497,"Thirdly, if you don't put in the effort and challenge difficult things, there is nothing in the world at which you will succeed.",第三に、努力を怠り、困難なことに挑戦しなければ、成功することなどこの世にない。,53003
thirst,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thirst,"〈U〉〈C〉のどの渇き / 《a ~》《…に対する》渇望, 熱望《for ...》",,"〈U〉〈C〉のどの渇き / 《a ~》《…に対する》渇望, 熱望《for ...》",/θɜːrst/,43158,I quenched my thirst with a cold glass of water.,私は冷たいグラスの水で喉の渇きを癒した。,3005723
thoroughly,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thoroughly,"徹底的に,完ぺきに,全く",,"徹底的に,完ぺきに,全く",/ˈθʌrəli/,43184,She thoroughly cleaned the house before the guests arrived.,彼女はゲストが到着する前に徹底的に家を掃除しました。,3005730
though,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,though,"～だけれども,～だけど,そうは言うものの(however),でも,しかし,しかしながら,だけども,やっぱり",,"～だけれども,～だけど,そうは言うものの(however),でも,しかし,しかしながら,だけども,やっぱり",/ðoʊ/,9704618,"It's a bit cold, though.",ちょっと寒いですが。,114673
thoughtful,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thoughtful,"思いやりのある, 配慮の行き届いた,親切な / 考え込んでいる, 物思いにふけった / 《補語にのみ用いて》《be ~ of ...》《…に対して》考え深い, 注意深い",,"思いやりのある, 配慮の行き届いた,親切な / 考え込んでいる, 物思いにふけった / 《補語にのみ用いて》《be ~ of ...》《…に対して》考え深い, 注意深い",/ˈθɔːtfəl/,43193,She is a thoughtful person who always considers others' feelings.,彼女はいつも他人の気持ちを考える思いやりのある人です。,3005749
thoughtless,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thoughtless,"思いやりのない,不親切な;(…に)思いやりのない《+of+名》 / 不注意な,考えの浅い",,"思いやりのない,不親切な;(…に)思いやりのない《+of+名》 / 不注意な,考えの浅い",/ˈθɔːtləs/,43196,He made a thoughtless comment that hurt her feelings.,彼は思いやりのない発言をして彼女の気持ちを傷つけた。,3005745
thread,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thread,"糸 / 筋, 脈絡 /",,"糸 / 筋, 脈絡 /",/θrɛd/,43207,I need to buy some thread to sew this button back on.,このボタンを付け直すために糸を買わなければなりません。,3005751
threaten,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,threaten,を脅す / を言って脅す / をおびやかす / の前兆となる,,を脅す / を言って脅す / をおびやかす / の前兆となる,/ˈθrɛtn/,43212,He threatened to expose her secret.,彼は彼女の秘密を暴露すると脅した。,3005755
thrill,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thrill,〈C〉ゾクゾクする感じ / ゾクゾクさせるもの,,〈C〉ゾクゾクする感じ / ゾクゾクさせるもの,/θrɪl/,43239,The roller coaster ride was full of thrill and excitement.,ローラーコースターに乗ることはスリルと興奮に満ちていました。,3005760
thrilled,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thrilled,興奮(ワクワク・感動・感激)した,,興奮(ワクワク・感動・感激)した,/θrɪld/,9704621,The recipient of the award was thrilled.,受賞者は興奮しました。,1628094
thrilling,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,thrilling,"ぞくぞく(わくわく)させるような,血わき肉おどる",,"ぞくぞく(わくわく)させるような,血わき肉おどる",/ˈθrɪlɪŋ/,43241,The thrilling roller coaster ride made my heart race.,スリリングなジェットコースターの乗り物は私の心を高鳴らせました。,3005775
throat,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,throat,"〈C〉(気管・食道部分としての) のど / のど状の物, (容器などの)首",,"〈C〉(気管・食道部分としての) のど / のど状の物, (容器などの)首",/θroʊt/,43244,I have a sore throat.,私はのどが痛いです。,3005772
tickle,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tickle,"〈人・身体の一部など〉‘を'『くすぐる』,むずむずさせる / 〈人の心・気持ち〉‘を'くすぐる,くすぐってうれしがらせる(楽しませる) / くすぐったい,むずむずする / くすぐったい(むずがゆい)感じ",,"〈人・身体の一部など〉‘を'『くすぐる』,むずむずさせる / 〈人の心・気持ち〉‘を'くすぐる,くすぐってうれしがらせる(楽しませる) / くすぐったい,むずむずする / くすぐったい(むずがゆい)感じ",/'tɪkəl/,43331,I couldn't stop laughing when my friend tickled me.,友達が私をくすぐった時、笑いが止まらなかった。,1628310
tight,adverb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tight,"《話》堅く,しっかりと / (締め方が)きつく,きっちりと / (睡眠などが)ぐっすりと",,"《話》堅く,しっかりと / (締め方が)きつく,きっちりと / (睡眠などが)ぐっすりと",/taɪt/,9704622,Hold the racket tight.,ラケットをしっかりにぎりなさい。,104650
tightrope,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tightrope,(綱渡りの)綱,,(綱渡りの)綱,/ˈtaɪtˌroʊp/,43380,She walked on the tightrope with perfect balance.,彼女は完璧なバランスで綱渡りをした。,3005659
time,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,time,"…の時間を定める / 《…に》…の調子を合わせる, ...のタイミングを合わせる《to ...》 / …の時間を計る",,"…の時間を定める / 《…に》…の調子を合わせる, ...のタイミングを合わせる《to ...》 / …の時間を計る",/taɪm/,3208240,I need to time myself while running.,走る時に自分の時間を計る必要があります。,3008711
timeless,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,timeless,"無限の,永久の / 特定の時間を示さない,時を超越した",,"無限の,永久の / 特定の時間を示さない,時を超越した",/ˈtaɪmləs/,43424,Her beauty is timeless.,彼女の美しさは時代を問わない。,1648678
timeliness,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,timeliness,時宜にかなっていること,,時宜にかなっていること,/tʌɪmlɪnəs/,43425,The timeliness of his arrival was impressive.,彼の到着の時宜にかなっていることは印象的だった。,1663590
times,preposition,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,times,…掛ける,,…掛ける,/tʌɪmz/,43430,"Even times odd is even, odd times odd is odd.",偶数掛ける奇数は偶数、奇数掛ける奇数は奇数。,93275
timing,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,timing,時間の調節;時間を測定[記録]すること,,時間の調節;時間を測定[記録]すること,/'taɪmɪŋ/,43444,I need to adjust the timing of my schedule.,私はスケジュールのタイミングを調節する必要があります。,3005705
tip,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tip,"…を傾ける / …をひっくり返す《over, up》 / (あいさつのために)〈帽子〉を持ち上げる,にさわる / 《英》(容器から…に)…をあける([[empty]])《... out of ... into ...》 / 傾く / ひっくり返る《over》",,"…を傾ける / …をひっくり返す《over, up》 / (あいさつのために)〈帽子〉を持ち上げる,にさわる / 《英》(容器から…に)…をあける([[empty]])《... out of ... into ...》 / 傾く / ひっくり返る《over》",/tɪp/,43481,She tipped her head to the side.,彼女は頭を横に傾けた。,3005706
tiptoe,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tiptoe,"(用心して,こっそりと)つま先で歩く",,"(用心して,こっそりと)つま先で歩く",/ˈtɪpˌtoʊ/,43492,"She tiptoed into the room, trying not to wake anyone.",彼女は誰も起こさないように部屋に忍び込んだ。,3005738
tiredness,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tiredness,疲労 / けん怠,,疲労 / けん怠,/ˈtaɪrədnəs/,43501,I feel exhausted after a long day at work.,仕事の長い一日の後、私は疲れています。,1653993
tiresome,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tiresome,"『飽き飽きかせる』,うんざりさせる(tedious) / やっかいな,うるさい",,"『飽き飽きかせる』,うんざりさせる(tedious) / やっかいな,うるさい",/ˈtaɪərsəm/,43503,The repetitive tasks at work can be tiresome.,仕事の繰り返しの作業には、うんざりすることがあります。,1648706
toenail,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: Health and body care",,toenail,足指のつめ / 斜めに打ち込んだくぎ,,足指のつめ / 斜めに打ち込んだくぎ,/təʊneɪl/,43574,I need to trim my toenail.,足のつめを切る必要があります。,1648735
toil,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,toil,"『骨折って(精を出して)働く』,(…を)精を出してする《+at+名(doing)》 / 骨折って進む《+along(on,over,through,up)+名》",,"『骨折って(精を出して)働く』,(…を)精を出してする《+at+名(doing)》 / 骨折って進む《+along(on,over,through,up)+名》",/tɔɪl/,43586,She toils day and night to provide for her family.,彼女は家族を養うために日夜骨折って働いています。,3005771
tolerant,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tolerant,"寛大な,寛容な;(…に)寛大な《+of(to)+名》 / (薬品・毒物などの作用に)耐性がある,抵抗力のある",,"寛大な,寛容な;(…に)寛大な《+of(to)+名》 / (薬品・毒物などの作用に)耐性がある,抵抗力のある",/tɑlərənt/,43606,She is a tolerant person who accepts people from all walks of life.,彼女はあらゆる人々を受け入れる寛大な人です。,3005796
tolerate,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tolerate,"〈他〉に寛大な態度をとる / を黙認する / をがまんする,を耐える / （薬品・毒物など）に耐性がある",,"〈他〉に寛大な態度をとる / を黙認する / をがまんする,を耐える / （薬品・毒物など）に耐性がある",/tɒləreɪt/,43608,I can't tolerate his rude behavior.,彼の無礼な態度には我慢できない。,3005795
toll,noun,"CoreInventory_1: Travel and services vocab

CoreInventory 2: 

Threshold: Services",,toll,"〈C〉(橋・道路などの)使用料金, 通行料金 / (長距離電話などの) 料金, サービス料 / 《通例単数形で》(災難などの)被害の程度, 犠牲者数",,"〈C〉(橋・道路などの)使用料金, 通行料金 / (長距離電話などの) 料金, サービス料 / 《通例単数形で》(災難などの)被害の程度, 犠牲者数",/təʊl/,43610,The toll for using the highway was surprisingly high.,高速道路の使用料金が驚くほど高かった。,6510304
tomb,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tomb,『墓』(grave);(一般に)埋葬場所,,『墓』(grave);(一般に)埋葬場所,/tuːm/,43626,She visited her father's tomb on his birthday.,彼女は父の誕生日に墓参りをした。,3005801
ton,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,ton,"(重量単位の)トン  / (容積単位の)トン(物によって異なり,木材では40立方フィート,小麦では20立方フィート)  / 《話》大量(の…),多数(の…)《+of+名》",,"(重量単位の)トン  / (容積単位の)トン(物によって異なり,木材では40立方フィート,小麦では20立方フィート)  / 《話》大量(の…),多数(の…)《+of+名》",/tɒn/,43637,The cargo ship can carry up to 10 tons of goods.,その貨物船は最大で10トンの貨物を運ぶことができます。,3005807
tonne,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tonne,"《重さ》メートルトン,トン(1,000キログラムに相当する重さの単位)",,"《重さ》メートルトン,トン(1,000キログラムに相当する重さの単位)",/tɒn/,43659,The shipment weighed 10 tonnes.,積荷の重さは10トンでした。,3005824
torch,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,torch,"『たいまつ』 / 《米》(はんだ付けなどに用いる)トーチランプ(《英》blowlamp)・《英》=flashlight・《比喩的に》(…の)火,光,光明《+of+名》・「carry a torch for誰々」または「carry the torch for 誰々」で「誰々に片思いする」",,"『たいまつ』 / 《米》(はんだ付けなどに用いる)トーチランプ(《英》blowlamp)・《英》=flashlight・《比喩的に》(…の)火,光,光明《+of+名》・「carry a torch for誰々」または「carry the torch for 誰々」で「誰々に片思いする」",/tɔrtʃ/,43733,I used a torch to light up the dark room.,暗い部屋を照らすためにたいまつを使いました。,3005839
tortoiseshell,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tortoiseshell,〈U〉べっ甲 / 〈C〉ヒオドシチョウ(タテハチョウの類の一つ) / 〈C〉三毛ネコ,,〈U〉べっ甲 / 〈C〉ヒオドシチョウ(タテハチョウの類の一つ) / 〈C〉三毛ネコ,/tɔrˈtɔɪʃɛl/,43761,She refastened her hair with a comb made of tortoiseshell.,彼女はべっ甲でできたくしで髪をもう一度束ねた。,4643021
torture,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,torture,拷問,,拷問,/'tɔːr.tʃər/,43765,Torture is a violation of human rights.,拷問は人権侵害です。,2995377
tough,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tough,"(物が)丈夫な / (肉などが) 堅い / (体が) 屈強な / 骨の切れる,やっかいな",,"(物が)丈夫な / (肉などが) 堅い / (体が) 屈強な / 骨の切れる,やっかいな",/tʌf/,43807,He is a tough competitor.,彼は強敵だ。,3005858
toxic,adjective,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,toxic,"毒性の, 有毒な / 毒による",,"毒性の, 有毒な / 毒による",/'tɒksɪk/,43861,Exposure to toxic chemicals can have serious health effects.,有毒な化学物質にさらされると、重篤な健康影響が出る可能性があります。,1648881
trace,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,trace,"〈他〉...の跡をつける,を追跡する / (複写紙などを使って)…を書き写す / 〈線・図形〉を描く《out》 /  〈自〉《…に》さかのぼる《back to ...》",,"〈他〉...の跡をつける,を追跡する / (複写紙などを使って)…を書き写す / 〈線・図形〉を描く《out》 /  〈自〉《…に》さかのぼる《back to ...》",/tɹeɪs/,9703260,The dog traced the rabbit into the forest.,犬はウサギの跡を追って森の中へ入った。,89349
track,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,track,"…‘の'跡をつける,〈足跡〉‘を'たどる;〈動物〉‘の'臭跡を追う  / 〈記録計の針が〉…の進路(軌道)を観察記録する;〈カメラが〉〈被写体〉‘を'追いかけて写す  / 〈泥・雨など〉‘の'跡を付ける;〈床など〉‘に'足跡を付ける《+up+名,+名+up》",,"…‘の'跡をつける,〈足跡〉‘を'たどる;〈動物〉‘の'臭跡を追う  / 〈記録計の針が〉…の進路(軌道)を観察記録する;〈カメラが〉〈被写体〉‘を'追いかけて写す  / 〈泥・雨など〉‘の'跡を付ける;〈床など〉‘に'足跡を付ける《+up+名,+名+up》",/træk/,9704280,The huntsman tracked the deer through the forest.,ハンターは森を通じて鹿を追跡しました。,1641441
trade,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,trade,交換する,,交換する,/tɹeɪd/,9704626,Once people traded furs for sugar here.,かつてここでは、人々は毛皮と砂糖を交換した。,138029
trader,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,trader,"商人,貿易業者",,"商人,貿易業者",/ˈtɹeɪdər/,43913,The trader traveled to different countries to buy and sell goods.,商人は異なる国々を訪れて商品を買い付け、売買を行った。,3005883
trail,verb,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,trail,〈他〉の後について行く / を追跡する / を引きずる / 〈自〉引きずる,,〈他〉の後について行く / を追跡する / を引きずる / 〈自〉引きずる,/treɪl/,43940,The hunters trailed the deer over the mountain.,狩猟者たちは山を越えてシカの跡を追った。,62782
trailer,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,trailer,"トレーラー(トラクター・トラックに引かれる大きな輸送車) / 《米》(自動車・トラックに引かれる)移動家屋(《英》caravan) / 後に続く人(もの) / つる草 / (映画の)予告編 / トレーラーで旅行する,トレーラーの中で生活する",,"トレーラー(トラクター・トラックに引かれる大きな輸送車) / 《米》(自動車・トラックに引かれる)移動家屋(《英》caravan) / 後に続く人(もの) / つる草 / (映画の)予告編 / トレーラーで旅行する,トレーラーの中で生活する",/ˈtreɪ.lər/,43943,I saw a trailer on the highway.,私は高速道路でトレーラーを見ました。,3005892
trainee,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,trainee,"訓練(特に職業訓練)を受けている人,徒弟,見習い  / 《米》(軍事教練を受ける)新兵",,"訓練(特に職業訓練)を受けている人,徒弟,見習い  / 《米》(軍事教練を受ける)新兵",/ˌtɹeɪˈniː/,43948,The trainee is learning new skills at the company.,訓練生は会社で新しいスキルを学んでいます。,3005896
trainer,noun,"CoreInventory_1: Work and jobs

CoreInventory 2: 

Threshold: Personal identification",,trainer,"訓練する人,仕込む人,(運動選手の)トレーナー,調教師",,"訓練する人,仕込む人,(運動選手の)トレーナー,調教師",/ˈtreɪnər/,43949,The trainer helped me improve my fitness level.,トレーナーは私のフィットネスレベルを向上させるのを手伝ってくれました。,3005895
trait,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,trait,"〈C〉《かたく》 (性格・身体上の) 特徴, 特性, 性質",,"〈C〉《かたく》 (性格・身体上の) 特徴, 特性, 性質",/ treɪt /,43953,Her kindness is a trait that everyone admires.,彼女の優しさは、誰もが称賛する特徴です。,3005893
traitor,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,traitor,"(国・主義・信用などに対する)『裏切り者』,反逆者,むほん人《+to+名》",,"(国・主義・信用などに対する)『裏切り者』,反逆者,むほん人《+to+名》",/'tɹeɪtəɹ/,43954,He was accused of being a traitor to his country.,彼は国に対する裏切り者として告発された。,3005897
tramp,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,tramp,"《様態・場所などを表す副詞[句]を伴って》『ドシンドシンと歩く』 / (…を)踏みつける,踏みつぶす《+on(upon)+名》 / 《場所を表す副詞[句]を伴って》足を踏みしめて歩く / 《副詞[句]を伴って》…‘を'踏みつける / …‘を'踏みしめて歩く",,"《様態・場所などを表す副詞[句]を伴って》『ドシンドシンと歩く』 / (…を)踏みつける,踏みつぶす《+on(upon)+名》 / 《場所を表す副詞[句]を伴って》足を踏みしめて歩く / 《副詞[句]を伴って》…‘を'踏みつける / …‘を'踏みしめて歩く",/træmp/,43961,He tramped through the forest.,彼は森をドシンドシンと歩いた。,1665078
trample,noun,"CoreInventory_1: 

CoreInventory 2: 

Threshold: ",,trample,"踏みつけること,踏みつける音",,"踏みつけること,踏みつける音",/'træmpəl/,43962,The trample of horses' hooves echoed in the distance.,馬の蹄の踏み鳴らす音が遠くで響いていた。,4684609
