cefr,headword,pos,first_meaning,meaning_raw,issues
B2,islander,noun,島の住民,島の住民,
B2,issue,verb,出てくる,〈自〉《...から》出てくる《from ...》 / 〈他〉〈雑誌など〉を発行する,
B2,italicize,verb,…をイタリック体活字で印刷する,…‘を'イタリック体活字で印刷する,has_dots
B2,itch,verb,かゆい,"〈人・体の一部が〉かゆい,むずむずする / 《しばしば進行形で》むずむずする,欲しくてたまらない",
B2,jam,verb,を押し込む,"〈他〉《...に》を押し込む《into, in, between ...》 / 《...で》をぎっしりふさぐ《with ...》 / 〈自〉〈物が〉つかえる,詰まる",
B2,jaw,noun,あご,〈C〉(上・下の)『あご』 / 《複数形で》口 / 〈C〉下あごのかっこう(感じ) / 《複数形で》あごに似た物;(谷・海峡などの)狭い入口 / 〈U〉《話》おしゃべり;(長い)お説教,
B2,jealously,adverb,嫉妬深く、嫉妬して、油断なく、用心深く,嫉妬深く、嫉妬して、油断なく、用心深く,
B2,jeopardize,verb,を危険にさらす,〈人・人の生命など〉‘を'危険にさらす,
B2,jeweler,noun,宝石商,"宝石商,貴金属商;宝石細工",
B2,jog,noun,軽い揺さぶり,"軽い揺さぶり(つつき,刺激)  / てくてく(ことこと)歩き;(馬の)緩歩(jog trot)",
B2,joint,noun,関節,〈C〉関節 / 継ぎ目,
B2,journalism,noun,ジャーナリズム,"ジャーナリズム(新聞雑誌・テレビなど報道業;その世界)  / 《集合的に》新聞雑誌  / (大学の)新聞学科,ジャーナリズム科  / 新聞雑誌[向き]の文[章]",
B2,judo,noun,柔道,柔道,
B2,jump,noun,跳ぶこと,"〈C〉『跳ぶこと』, 跳躍, ジャンプ / 〈C〉(跳び越さねばならぬ)障害物 / 〈C〉一跳びの幅(高さ) / 〈C〉(驚き・恐怖などで)ぎくっと(ぎょっと)すること / 《the ~s》《話》神経的な震え,動揺,いらいら / 〈C〉(…の)急増,急上昇《+in+名》 / 《the ~》ジャンプ競技 / 〈C〉飛行機からの落下傘降下",
B2,junk food,noun,栄養価は低いがカロリーの高い既製食品,栄養価は低いがカロリーの高い既製食品(ポテトチップ・ポップコーンなど),
B2,juror,noun,陪審員,陪審員,
B2,jury,noun,陪審,"〈C〉陪審,陪審員団 / （コンテストなどの）審査員",
B2,justify,verb,正当化する,"正当化する, 弁明する",
B2,kangaroo,noun,カンガルー,カンガルー,
B2,karaoke,noun,カラオケ,カラオケ,
B2,keen,adjective,鋭い,"(刃物などが)鋭い /  (寒さなどが)厳しい / (痛みなどが)激しい / (感覚・判断力などが)鋭敏な / 《be ~ to do》  〈人が〉…したいと切望して / 《be ~ on, about ...》...が大好きで, ...に熱中して",
B2,keeper,noun,守る人,"《しばしば複合語を作って》『守る人』,管理人,番人;店主,経営者",
B2,kerosene,noun,灯油,灯油(《英》paraffin)[oil]),
B2,keystroke,noun,キーストローク,キーストローク,
B2,kneel,verb,ひざまずく,"(…に)『ひざまずく』,ひざをつく《+『down on』+『名』》",
B2,knot,noun,結び目,"『結び目』,結び / (リボンなどで作った)飾り結び / (人・物の,通例小さな)群れ,一団 / (板・木材の)節,節目;(筋肉などの)隆起 / 困難(difficulty) / 縁,絆(きずな) / ノット(1時間に1海里(約1,852m)進む速さの単位)",
B2,knowingly,adverb,知りながら,"知りながら,わざと / 知ったかぶりをして,巧者らしく",
B2,known,adjective,knowの過去分詞,"knowの過去分詞 / 『名高い』,知られた",has_ascii_letter
B2,label,noun,はり札,"(品名・製造元などを示す)はり札,ラベル;(小包などの)荷札  / (団体・運動・政党支持者などの特徴を示す)短い文句,通り名;(辞書の見出し語などにつける)ラベル([物理][化学]など)  / …‘に'ラベルをはる,荷札をつける;《比喩(ひゆ)的》〈人〉‘に'レッテルをはる",
B2,laborer,noun,労働者,"『労働者』,勤労者",
B2,lack,verb,…を欠く,"《受動形にはできない》…を欠く, ...がない / 《…になるまでに》…だけ不足する《of [being] ...》",has_dots
B2,lame,adjective,びっこの,"びっこの,脚の不自由な / (議論・説明などが)貧弱な,おそまつな / (身体の一部が)かたく凝った",
B2,lance,noun,が突撃のときに使うやり,"(槍騎兵(そうきへい)が突撃のときに使う)やり / (魚を突く)やす,もり / 槍騎兵(=lancer) / =lancet / …‘を'やりで突く / …‘を'ランセット(lancet)で切開する / …‘を'投げつける,投げ飛ばす",
B2,landing,noun,上陸,"上陸,着陸,着水 / (貨物の)陸揚げ / (また『landing place』)着陸(上陸)場,荷揚げ場,埠頭(ふとう) / (階段の)おどり場",
B2,landlady,noun,女性の家主,"女性の家主 / (旅館・下宿などの)『女主人』,おかみ / 家主の妻",
B2,landslide,noun,地すべり,"〈C〉地すべり,山くずれ / 〈U〉地すべりした土砂 / 〈C〉(選挙の)地すべり的大量得票,圧倒的大勝利",
B2,lap,noun,ひざ,"『ひざ』(座ったときの大腿部の上からひざがしらまでの部分) / (スカートなどの)ひざの部分 / 《比喩(ひゆ)的に》責任,管理 / 安楽な場所",
B2,laptop,noun,ラップトップ型コンピュータ,"〈C〉ラップトップ型コンピュータ,ノートパソコン",
B2,lark,noun,ヒバリ,『ヒバリ』,
B2,laser,noun,レーザー,"レーザー(強力な可視光線を発生させる;医療,通信,軍事用)",
B2,last minute,noun,ぎりぎりの瞬間,"ぎりぎりの瞬間, 土壇場",
B2,last-minute,adjective,どたん場の,"どたん場の,締切りまぎわの",
B2,lastly,adverb,最後に,"最後に,結局",
B2,later,adjective,もっと遅い,"《補語にのみ用いて》(人などが)(…するのが)『もっと遅い』《+『in』+『名』(do『ing』)》 / (時刻・時期が)『もっと遅い』,もっと後の",
B2,latter,adjective,後半の,"(ある期間のうち)後半の,後のほうの",
B2,laundry,noun,洗濯,《集合的に》洗濯[物]  / 〈C〉クリーニング屋  / 洗濯室(laundry room)《形容詞的に》,
B2,lava,noun,溶岩,(火山から噴出する高温の)溶岩;(すでに冷えた)火山岩,
B2,lawmaker,noun,立法者,"立法者,議員(legislator)",
B2,lawn,noun,芝生,"〈C〉芝生, 芝生地",
B2,lawsuit,noun,訴訟,"〈C〉《...に関する》（民事）訴訟,訴訟事件《 against / over ...》",
B2,layabout,noun,なまけ者,なまけ者,
B2,leaflet,noun,ちらし,"(広告などの)ちらし,びら / (とじてない)パンフレット,小冊子 / 小さい(若)葉;(植物の複葉を構成する)小葉",
B2,leak,noun,漏れること,"〈U〉〈C〉(水・空気・ガス・光などが)漏れること  / 〈C〉漏れ口,漏れ穴  / 〈C〉(秘密などの)漏えい《+of+名》",
B2,leak,verb,漏る,"〈船・屋根・容器などが〉漏る  / (…から,…の中へ)〈水・空気・ガス・光など〉漏れる《+from(into)+名》  / 〈秘密などが〉漏えいする《+out》  / 〈水・空気・ガス・光など〉‘を'漏らす  / (…に)〈秘密など〉‘を'漏らす《+名+to+名》",
B2,lean,verb,傾く,"〈建物などが〉傾く / 上体を曲げる / 《...に》もたれる 《on, upon, against ...》 / 《...のことで...に》頼る 《on, upon ... for ...》 / 〈体・頭など〉を曲げる / 《...に》...をもたれかける《against, on, upon ...》",
B2,leap,noun,跳ぶこと,"跳ぶこと,跳躍;《比喩(ひゆ)的に》飛躍,急変  / ひと跳びの距離",
B2,learning,noun,学ぶこと,"(…を)学ぶこと,(…の)学習《+『of』+『名』》 / 『学問』,学識,博識",
B2,lease,noun,賃貸借契約,"〈C〉賃貸借契約, 賃借権 / 借用期間",
B2,leash,noun,皮ひも,"(犬などをつなぐ)皮ひも,綱,鎖(くさり) / 〈犬など〉‘を'皮ひもなどでつなぐ",
B2,least,pronoun,最小,"最小, 最小限の物事",
B2,lecturer,noun,講演者,〈C〉《...の》講演者《in ...》 / (大学の)講師,
B2,leek,noun,ニラ,"ニラ,西洋ネギ",
B2,legend,noun,伝説,"〈C〉伝説,言い伝え;〈U〉伝説文学  / 〈C〉伝説上の人物  / 〈C〉(メダルなどの)題銘,銘(inscription)  / 〈C〉(地図・図表などの)説明,凡例(はんれい)",
B2,legendary,adjective,伝説の,"伝説の,伝説的な,伝説に記されている / 有名な",
B2,legislate,verb,法律を制定する,法律を制定する;(…を)法律で禁止する《+『against』+『名』(do『ing』)》 / …‘を'立法する,
B2,legislation,noun,法律,〈U〉法律 / 法律制定,
B2,legislative,adjective,立法の,立法の,
B2,legislator,noun,法律制定者,"法律制定者,立法者 / 立法府(国会・州議会)議員",
B2,legislature,noun,立法府,"〈C〉《the ~》立法府,立法機関  《米》州議会",
B2,legitimate,adjective,合法的な,"合法的な,法律の認める； / 論理的な,筋道の立った / 正当な / 嫡出の / 正統の",
B2,leisurely,adverb,ゆっくりと,"ゆっくりと, 悠長に, のんびりと, ゆるゆると",
B2,lengthen,verb,…を長くする,…‘を'『長くする』 / 長くなる,has_dots
B2,lengthy,adjective,非常に長い,"非常に長い /   (話・文章などが)長すぎる,くどい",
B2,leopard,noun,ヒョウ,ヒョウ,
B2,lest,conjunction,…しないように,"…『しないように』,するといけないから / 《fear,danger,afraidなど恐れ・危険を表す動詞・名詞・形容詞の後に用いて》…『ではないかと』(that),という[ことを]",has_dots
B2,level,verb,を平らにする,〈物の表面〉を平らにする,
B2,liberal,adjective,自由主義の,"(政治・宗教上の)自由主義の  / 寛大な,偏見のない,心の広い  / 気前がよい,物惜しみをしない  / (物が)豊富な  / (翻訳などが)字句通りでない  / 自由主義者  / 《またL-》自由党員",
B2,lick,verb,…をなめる,"(舌で)…‘を'『なめる』 / 〈炎・波などが〉…‘を'なめる / 《話》…‘を'ぶんなぐる,打つ / 《話》…‘を'打ち負かす,征服する / 全速力で進む,急ぐ",has_dots
B2,lid,noun,ふた,〈C〉ふた  / まぶた,
B2,lifeless,adjective,生命のない,生命のない / 死んだ / 生物のいない / 活気のない,
B2,lifetime,noun,生涯,"〈C〉生涯, 一生",
B2,lighten,verb,…を明るくする,"…‘を'『明るくする』,照らす / 〈顔・目など〉‘を'輝かせる / 『明るくなる』 / 〈表情が〉明るくなる,晴れやかになる / 《itを主語にして》稲光がする",has_dots
B2,lighting,noun,照明,"照明,点火 / 照明方法(装置)",
B2,likewise,adverb,同様に,"《かたく》 同様に / 《かたく》 …もまた / さらに / 《話》 同様です, こちらこそ",
B2,limb,noun,手足,(動物の)手足;(鳥の)翼  / (木の)大枝,
B2,line,verb,に裏を付ける,"〈他〉(材料で)〈着物など〉に裏を付ける, に裏打ちする《with ...》 / 《…で》…を満たす, 《…を》…に詰め込む《with ...》",
B2,linen,noun,リネン,"『リネン』,亜麻布;リネン糸 / 《しばしば複数形で;単数扱い》リネン製品(特に敷布) / リネンノ;リネン製の",
B2,liner,noun,裏地,"裏地,裏切れ / 裏打ち(裏ばり)する人(道具)",
B2,ling,noun,ギョリュウモドキ,ギョリュウモドキ(エリカに似た観賞用植物),
B2,linger,verb,なかなか立ち去らない,(ぐずぐずして)なかなか立ち去らない《on》 / 〈病人が〉(危篤状態で)生き続ける《on》 / なかなか無くならない《on》 / 《…に》手間どる《over ...》,
B2,list,verb,を表にする,"〈他〉を表にする, の一覧表をつくる / を名簿に載せる, 《...として》...を記録する《as ...》",
B2,listener,noun,耳を傾ける人,"耳を傾ける人,聞き手;(ラジオ)聴取者",
B2,literal,adjective,直訳的な,直訳的な / 文字通りの / 正真正銘の,
B2,literally,adverb,文字通りに,文字通りに,
B2,litter,noun,散らかったくず,"〈U〉散らかったくず,がらくた, ポイ捨てゴミ / 〈C〉(動物の)一腹の子《of ...》",
B2,living,noun,生存,"〈U〉生存;生活状態,暮らし / 〈U〉《a~,one's~》『生計』,暮らしの費用(livelihood) / 《the~》《複数扱い》生きている人々",
B2,load,verb,に積む,〈他〉《...を》〈車・船など〉に積む《with ...》 / 〈荷など〉を積む,
B2,loan,noun,貸し付け,"〈U〉《...の》貸し付け《of ...》 / 〈C〉貸付金, 貸与物",
B2,lobby,noun,ロビー,"ロビー(公共的建物・ホテルの玄関から部屋へ行くまでの間の広間または廊下)  / 《《米》単数・複数扱い》(院外の)圧力団体,陳情団  / (英国で)  / (下院で議案裁決のとき,賛否に分かれる)投票者控え室  / (議員が院外者との会見に用いる議事堂の)ロビー,控えの間  / (陳情・運動のため議員に)働きかける《+for+名》  / 〈議案〉‘を'議員に運動して通過させようとする",
B2,loneliness,noun,寂しさ,"〈U〉寂しさ, 孤独",
B2,long-distance,adjective,長距離の,長距離の / 《米》長距離電話の / 長距離電話で,
B2,long-term,adjective,長期の,"長期の,長い目で見ての",
B2,loosely,adverb,緩く,"緩く,だらりと / 大ざっぱに,漠然と / だらしなく;不身持ちに",
B2,lousy,adjective,シラミのたかった,"シラミのたかった / 《話》いやな,ひどい,下劣な,鼻持ちならない / 《話》(…が)うんざりするほどある;(…で)いっぱい《+『with』+『名』》",
B2,lower,verb,顔をしかめる,"(…に向かって)顔をしかめる,まゆをひそめる《+『at(on, upon)』+『名』》 / 〈空模様が〉険悪になる,〈雨などが〉降りそうな / しかめっつら / 険悪な空模様",
B2,lowland,noun,低地,〈U〉〈C〉低地 / 《the Lowlands》スコットランド南東部の低地地方,
B2,lucrative,adjective,利益が上がる,"利益が上がる, もうかる",
B2,lush,adjective,生い茂った,"(草木が)生い茂った,青草の多い / 《話》豊富な,ぜいたくな",
B2,luxurious,adjective,ぜいたくな,"『ぜいたくな』,豪華な / 快楽にふける,甘美な",
B2,luxury,adjective,豪華な,"豪華な / ぜいたくな,高級な",
B2,lyrics,noun,叙情詩,叙情詩 / 《複数形で》《特に歌謡曲の》歌詞,
B2,madam,noun,奥様,"《未婚・既婚を問わず婦人に対するていねいな呼び掛け》《しばしばM-》『奥様』,お嬢様 / 《まれ》《一家の主婦を表すていねいな三人称として》奥様 / (女性の姓または肩書きの前につけて)…夫人,…殿 / 売春宿の女主人",
B2,madame,noun,…夫人,〈U〉《M-》…夫人 / 〈C〉既婚のフランス婦人,has_dots
B2,madness,noun,狂気,"『狂気』;狂気のさた / (…に対する)熱狂,狂喜《+『for』+『名』》",
B2,maestro,noun,大音楽家,"大音楽家,大指軌者",
B2,magnify,verb,…を拡大する,〈レンズなどが〉…‘を'『拡大する』 / 〈危険・問題など〉‘を'誇張する / 〈レンズなどが〉物を拡大して見せる,has_dots
B2,major,noun,専攻科目,《米》専攻科目;専攻学生  /   《しばしばM-》陸軍(空軍)少佐  /,
B2,make,noun,作ること,"作ること,工程,製造過程 / (製造物の)型,式,スタイル / 生産量 / (人の)タイプ,性格 / 製造者,メーカー",
B2,malady,noun,疾病,"《文》疾病,病気,(特に)慢性病 / (社会の)病弊,弊害",
B2,malaria,noun,マラリア,(また『swamp fever』)マラリア / 《古》毒気,
B2,mama,noun,おかあちゃん,《小児語》おかあちゃん(mother),
B2,mango,noun,マンゴー,マンゴー;その果実(南洋産の常緑高木で果実は美味),
B2,manipulate,verb,を巧みに扱う,"〈道具類〉‘を'巧みに扱う(動かす),〈言葉〉‘を'うまく使う  / 〈人・世論など〉‘を'巧みに操る,〈問題など〉‘を'うまく処理する(maneuver)  / (自分の利益のために)…‘を'ごまかす,小細工する",
B2,mansion,noun,大邸宅,(豪壮な)『大邸宅』 / (領主・地主の)邸宅 / 《通例『M』‐》《複数形で》《英》マンション(貸しアパートから成る大きなビル),
B2,manual,adjective,手でする,"手でする,手細工の",
B2,manual,noun,便覧,"便覧,手引き,案内書  / (オルガンの)けん盤",
B2,manufacture,noun,製造,〈U〉製造 / 〈C〉製品,
B2,manufacture,verb,を製造する,〈他〉を製造する,
B2,manufacturer,noun,製造業者,〈U〉(大規模な) 製造業者,
B2,manufacturing,noun,製造,製造 / 製造業,
B2,marathon,noun,マラソン競走,(また『marathon race』)《しばしばM-》マラソン競走(標準距離は42.195km) / (一般に)長距離競争;耐久競争,
B2,margin,noun,へり,"へり,縁,端(edge)  / (ページの)余白,欄外  / (可能の)限界,限度  / (空間・時間・経費・活動などの)余裕,余地  / 利鞘,マージン,販売利益",
B2,marketing,noun,市場での売買,市場での売買[取引き] / マーケディング(宣伝・販売・技術などを研究する経営学の分野),
B2,martial art,noun,武道,"武道,武術,マーシャル・アーツ",
B2,mask,noun,仮面,"(顔の一部または全部をおおう)仮面,覆面  / (防護用の)マスク,面  / (石膏(せっこう)などの)面型  / (物・事柄を)覆い隠すもの;見せかけ  /",
B2,mass,noun,かたまり,〈C〉《…の》かたまり《of》 / 多数《の…》《of ...》 / 《the ~》大部分《の…》 / 〈U〉一般大衆 / 質量,
B2,massacre,noun,大虐殺,"〈C〉〈U〉大虐殺,皆殺し",
B2,massage,noun,マッサージ,"マッサージ,あんま術",
B2,masseur,noun,男のマッサージ師,男のマッサージ師,
B2,master,noun,主人,"主人,雇主 / 精通者,師匠",
B2,masterpiece,noun,傑作,"『傑作』,名作",
B2,mastery,noun,支配,"〈U〉《…に対する》支配,統御《of, over ...》 / 《…に》熟達していること,精進していること《of ...》",
B2,mate,noun,片方,"〈C〉《対をなすものの》片方 《to, of ...》 / 配偶者 / 《英》《しばしば複合語を作って》仲間, 友達",
B2,mathematical,adjective,数学の,"数学の,数学的  / (非常に)正確な",
B2,mature,adjective,成熟した,成熟した,
B2,mausoleum,noun,霊廟,霊廟(れいびょう),
B2,mean,noun,中庸,"〈C〉中庸,中道 / (数学で) 平均値, 算術平均,相加平均 / (比例式の)中項,内項",
B2,means,noun,方法,"〈C〉《単数・複数扱い》方法, 手段 / 《複数扱い》 資力, 財産, 富",
B2,mechanize,verb,に機械を導入する,"〈生産方法など〉‘に'機械を導入する,‘を'機械化する / 〈陸軍・部隊など〉‘を'機甲化する(戦車・装甲車類を装備すること)",
B2,media,noun,mediumの複数形,[[medium]]の複数形,has_ascii_letter
B2,medication,noun,薬剤,"〈C〉〈U〉薬剤,医薬品  / 〈U〉薬剤を添加(投入)すること;薬物治療",
B2,medieval,adjective,中世の,"『中世の』,中世に属する;中世風の / 《話》旧式の",
B2,mediocre,adjective,月並みの,"月並みの,平凡な;中途半端な",
B2,melody,noun,美しい音の流れ,"〈U〉『美しい音の流れ』,快い調べ / 〈C〉『旋律』;(声楽曲・器楽曲の)主旋律[部分]",
B2,memorial,noun,記念の,"『記念の』,追悼の / 『記念物』,記南像(碑);記念行事,記念式 / 《通例複数形で》(歴史の)記録,年代記 / 《まれ》(政府,議会などへ出す)請言書,陳情書",
B2,mentor,noun,指導者,"指導者,師 / (良き)助言者,顧問",
B2,merchandise,noun,商品,(集合的に)商品(goods),
B2,mercy,noun,慈悲,"〈U〉『慈悲』,寛大,あわれみ / 〈C〉《a~》ありがたいこと,感謝すべきこと",
B2,merge,verb,合併する,"〈自〉〈会社・組織が〉合併する, 《...と》合併する《with ...》 / 《…に》溶け込む《into, in ...》 / 〈他〉〈会社・組織〉を合併する, 《...と》...を合併する《with ...》",
B2,merger,noun,吸収合併,〈C〉(特に二つ以上の会社・組織の)吸収合併,
B2,mess,verb,をめちゃくちゃにする,〈他〉をめちゃくちゃにする《up 》,
B2,messenger,noun,使いの者,"使いの者,走り使い;(電報・郵便物・小包の)配達人;(公文書の)送達吏",
B2,metaphor,noun,隠喩,"隠喩,暗喩(like, asなどを用いない比喩;たとえばLife is as long and hard as a journey.(人生は旅のように長くつらいものだ)といえば直喩で,Life is a journey.(人生は旅だ)といえば隠喩)",
B2,metric,adjective,メートル法の,メートル法の  / =metrical,
B2,micro,noun,小,"【複合要素】小,微少",too_short
B2,microbe,noun,微生物,"〈C〉微生物,(特に)細菌",
B2,microcomputer,noun,マイクロコンピューター、マイコン、超小型電算機,マイクロコンピューター、マイコン、超小型電算機,too_long
B2,micrometer,noun,測微計,"測微計,マイクロメーター(微小な寸法・距離・角度などを精密に測定する各種の装置)",
B2,microorganism,noun,微生物,〈C〉微生物,
B2,microphone,noun,マイクロフォン,"〈C〉マイクロフォン, 拡声器",
B2,microscope,noun,顕微鏡,顕微鏡,
B2,microscopic,adjective,顕微鏡の,"顕微鏡の,顕微鏡による / 《しばしば《話》》非常に小さい,微細な / 非常に綿密な",
B2,microscopy,noun,顕微鏡使用,顕微鏡使用[法] / 顕微鏡による検査,
B2,microwave,noun,電子レンジ,"〈C〉電子レンジ / （無線電信・電話の）極超短波,マイクロウェーブ",
B2,midst,noun,中央,"中央,まん中 / =[[amid]]",
B2,mighty,adjective,強力な,"《文》『強力な』,勢力のある(powerful) / 《文》大きくて強そうに(りっぱに)見える,大し",
B2,migration,noun,移住,"〈U〉〈C〉移住,(動物の)移動  / 〈C〉《集合的に》(人・動物などの)移動の群",
B2,mill,noun,製粉所,"〈C〉製粉所 / 製粉機, (手動の)ひき器 / 製造所, 工場",
B2,millimeter,noun,ミリメートル,ミリメートル(1メートルの1000分の1),
B2,millionaire,noun,百万長者,"『百万長者』,大金持ち",
B2,mimic,noun,ものまねをする人,〈C〉ものまねをする人 / 人まねをする動物 / （名詞と複合して）ものまねをする / 模擬の / 擬態の,
B2,mine,noun,鉱山,"〈C〉鉱山, 鉱床 / 《a~》《…の》豊富な資源, 宝庫《of ...》 / 坑道 / 地雷,機雷",
B2,miniature,adjective,模型,"(…の)『模型』《+『of』+『名』》 / 小さな細密画,(特に)小さくて細密な肖像画 /",
B2,minister,noun,聖職者,"〈C〉聖職者, 牧師 / (英国・欧州諸国・日本の) 大臣 / 《…駐在》公使《to ...》",
B2,mint,noun,ハッカ,〈U〉ハッカ / 〈C〉ハッカ入りのキャンデー(ガム),
B2,misconception,noun,誤解,"誤解,誤認,思い違い",
B2,misfortune,noun,不運,"〈U〉『不運』,『不幸』 / 〈C〉(…にとっての)『不幸』(『不運』)『なでき事』,災難(calamity)《+『of』+『名』》",
B2,misleading,adjective,人を誤らせる,"人を誤らせる,誤解を招きやすい,粉らわしい",
B2,missile,noun,ミサイル,"ミサイル,ロケット弾  / 《文》飛び道具(石,矢,投げやりなど)",
B2,mist,noun,かすみ,"〈C〉〈U〉『かすみ』,もや,霧 / 〈U〉(窓ガラスなどで水蒸気による)曇り;霧(もや)状(の…)《+『of』+『名』》 / 〈C〉《the ~》(涙などによる)目のかすみ《+『of』+『名』》 / 〈C〉《a ~》(疲労などによる)心の曇り,判断の鈍り《+『of』+『名』》 / 《the mists》《文》(過去の)もやに包まれた時代《+『of』+『名』》",
B2,mistreat,verb,…を虐待する,…を虐待する,has_dots
B2,mistrustful,adjective,疑い深い,疑い深い,
B2,misunderstand,verb,誤解する,〈自〉〈他〉誤解する,
B2,mix,noun,混合,"〈C〉〈U〉混合  / 〈C〉混合物(食品,薬)  / 〈C〉〈U〉(水・火を加えて即席にでき上がる)素(もと),ミックス",
B2,mixture,noun,混ぜ合わせること,〈U〉《...を》 混ぜ合わせること 《of ...》 / 〈C〉混合したもの  / 調合薬,
B2,mobility,noun,可動性,"〈U〉可動性,流動性,変わりやすさ / （軍隊の）機動力",
B2,mock,adjective,あざ笑う、ばかにする、まねてばかにする、／にせの,"あざ笑う、ばかにする、まねてばかにする、／にせの,ごまかしの",too_long
B2,modernization,noun,現代化,現代化,
B2,modernize,verb,…を現代的にする,…‘を'現代的(現代式)にする / 現代的になる,has_dots
B2,modest,adjective,謙虚な,"謙虚な,控えめな,遠慮がちな / 品のいい / 地味な,質素な / 中ぐらいの, 並の",
B2,modification,noun,修正,"修正,変更した(された)もの  / 〈U〉〈C〉(文法で)修飾",
B2,mogul,noun,重要人物,"重要人物,大立者",
B2,mold,noun,型,"〈C〉 型, 鋳型 / 型に入れて作った物 / 〈U〉〈C〉《...の》形, 姿 《of ...》 /",too_short
B2,momentarily,adverb,ちょっとの間,"ちょっとの間,瞬時に / すぐに,今にも / 刻々と;今か今かと",
B2,momentary,adjective,瞬時の,"『瞬時の』,はかない,つかの間の / 《ややまれ》刻々の",
B2,monastery,noun,男子修道院,〈C〉男子修道院 / 〈U〉《集合的に》修道僧,
B2,moody,adjective,気分が変わりやすい,"《軽べつして》気分が変わりやすい,むら気の / 不機嫌な",
B2,moonlight,noun,月光,"『月光』,月明かり",
B2,moonscape,noun,月面の眺め,月面の眺め;月面写真,
B2,moral,adjective,道徳的な,"《名詞の前にのみ用いて》(人・行為などが)道徳的な,道徳を守る;(人が)善悪の区別がつく  / 《名詞の前にのみ用いて》倫理(道徳)上の,道徳の(ethical)  / 教訓的な,道徳を教うる  / 精神的な",
B2,morality,noun,道徳,"〈U〉道徳,倫理;道徳学,倫理学  / 〈U〉道徳性  / 〈U〉品行  / 〈C〉教訓;寓意",
B2,morally,adverb,道徳的に,"道徳的に,正しく / 道徳上,道徳的に見て / 事実上,ほとんど",
B2,mortal,adjective,必ず死ぬ運命の,"『必ず死ぬ運命の』 / 『致命題な』,命とりの(fatal) / 《名詞の前にのみ用いて》(はかない)人間の,現世の / 《名詞の前にのみ用いて》死ぬまで続く;殺さずにはおかない / 死の;死のぎわの / 《名詞の前にのみ用いて》《話》非常な,はなはだしい / 許すことのできない,永遠の死を招く / 《しばしばおどけて》人間",
B2,mortar,noun,モルタル,"モルタル,しっくい",
B2,mortgage,noun,抵当,"〈C〉抵当, 担保, 住宅ローン",
B2,mortify,verb,を抑制する,"〈感情・欲情など〉‘を'抑制する,克服する / 《しばしば受動態で》…‘を'くやしがらせる",
B2,mother-in-law,noun,夫の母,"夫(妻)の母,義母,しゅうとめ",
B2,motion,noun,動くこと,"〈U〉動くこと,運動,運行,移動  / 〈C〉動作;身ぶり,合図  / 〈C〉(議会などの)動議,提案;（法廷での）申請,申し立て  /",
B2,motivated,adjective,やる気のある,やる気のある,
B2,motorbike,noun,モーターバイク,モーターバイク(小型の原動機を取り付けた自転車) / 小型オートバイ,
B2,motorist,noun,自動車を乗り回す人,"自動車を乗り回す人,自動車旅行者",
B2,mount,verb,...を登る,...を登る / (馬・車)に乗る / を乗せる / 《...の上に》を載せる《on ...》 / 登る / 馬に乗る,
B2,mournful,adjective,悲しみに沈んだ,"『悲しみに沈んだ』,悲嘆にくれた / 『痛ましい』,悲しい",
B2,mover,noun,動き人,動き人(物);動かす人(物) / 《米》引っ越し荷物運搬業者 / 発起人;動議提出者,
B2,moving,adjective,動く,"動く,動いている / 動きを起こす / 感動させる / 運搬用の",
B2,muddy,adjective,泥をかぶった,"泥をかぶった,泥だらけの,ぬかるみの / (液体・光・音などが)濁った,曇った / (考え・表現などが)混乱した,はっきりしない",
B2,multiple,adjective,多数の,"多数の, 多数の部分から成る, 複合の / 倍数の / 〈C〉倍数",
B2,multiply,verb,を増やす,"を増やす, を繁殖させる / 《ある数を》〈ある数〉に掛ける 《by ...》 / 〈数・量などが〉増える / 掛け算をする",
B2,mumble,noun,はっきり聞き取れない言葉,"はっきり聞き取れない言葉, ぶつぶつ言う声",
B2,mumble,verb,…をもぐもぐ言う,…‘を'もぐもぐ言う / もぐもぐ言う《+『away』》,has_dots
B2,murmur,noun,ざわめき,"(流れる水・そよぐ葉などの)『ざわめき』,かすかな音;(人の声の)『ささやき』,ぼそぼそいう声《+『of』+『名』》 / 不平の声,ぶつぶつ言うこと / 〈川・風・木の葉などが〉『ざわめく』 / 〈人が〉『ささやく』,つぶやく / 《まれ》(…について)ぶつぶつ不平を言う《+『at』(『against, about』)+『名』》 / …‘を'『ささやく』,ぼそぼそと言う,小声で言う",
B2,muse,verb,深く考える,"(…について)『深く考える』,瞑想(めいそう)する(meditate)《+『on』(『upon, over』) +『名』(do『ing』)》",
B2,musical,noun,ミュージカル,〈C〉ミュージカル,
B2,mustache,noun,口ひげ,『口ひげ』,
B2,mutability,noun,変わりやすさ,変わりやすさ,
B2,mutable,adjective,変わりやすい,"変わりやすい,不定の / 気の変わりやすい,浮気な",
B2,mutter,noun,つぶやき,"つぶやき,つぶやきに似た音;不平",
B2,mutter,verb,つぶやく,"(余り口を開けずに)『つぶやく』《+『away』》 / (…に対して…について)ぶつぶつ言う,不平を言う《+『at』(『against』)+『名』+『about』+『名』》 / (…に)…‘を'ぶつぶつ言う《+『名』+『at』(『against』)+『名』》",
B2,mutton,noun,羊の肉,『羊の肉』,
